title,heading,content,tokens
2016 California Proposition 64,Reactions and analysis,"State financial analysts estimated Proposition 64 could increase tax revenue by hundreds of millions to one billion dollars.  Independent analysts estimated the measure would reduce state and local government expenditures by tens of millions of dollars.California NORML endorsed the initiative as of March 2016, saying ""as well as one of the world's largest economies, California is arguably the most important state to consider marijuana legalization this year."" California has the biggest legal cannabis market in the United States due to high population density and high cultivation rates.Ballotpedia called the measure ""a clear leader and the most likely to reach the ballot in November 2016"".The Los Angeles Times stated in February, 2016 that the measure was one of 20 legalization initiatives for the 2016 ballot and was the ""clear favorite to make the November ballot"" due to support from individual donors and well-funded advocacy groups. Billionaire Sean Parker donated $1 million to the effort to get the measure on the ballot, and Weedmaps donated $500,000.Newsweek stated the success of the initiative would be influential given California's national importance as a ""regulatory laboratory"", and Reason magazine stated it was poised to approximately triple the number of U.S. residents living in states with legalization. Deseret News (Salt Lake City) expressed concern over a ""potential problem when it comes to minorities and recreational marijuana"" if the measure passed. Deseret News cited an NPR report from Colorado to conclude that in California, white youth arrests could fall faster than those of minorities, or minority arrests could even increase due to lack of minority access to legal sales and nonwhite ownership of cannabis businesses, worsening the effect of ""systemic racism"" in pursuing drug crime.
The emerging legal marijuana industry is overwhelmingly white-owned and white-dominated and provides good access to white customers,"" he says. ""So one possibility is that that leaves the illegal market disproportionately composed of people of color, both the buyers and the sellers.
California Proposition 64 helps to remedy marijuana related incarceration rates considerably. However, some argue that the passing of the MORE Act is a necessary next step down the path of decriminalization of the substance, as it would remove cannabis from the controlled substances list and declassify marijuana as a schedule 1 drug.The MORE Act could potentially help to remedy some of the racial disparities within America's criminal justice system that proposition 64 does not address. According to Forbes roughly 40000 remain behind bars due to cannabis related charges as of 2020. With the racial gap widening over the past 20 years after the War On Drugs campaign took off, a jump from 3:1 to 5:1 between Black and White incarceration rates occurred. In 2014, black people made up roughly 14% of the 127,000 drug charges in California.While Proposition 64 decriminalizes the possession of up to 1 ounce of marijuana, the effects are not immediately felt by those with charges made prior to the passing of this law. Those with prior convictions must still petition for shorter sentences, release, or a change from felony to misdemeanor on their records.The MORE Act calls for a more transparent system in regards to cannabis companies employer/employee demographics which might help to mitigate issues of monopolization within California's cannabis industry that arouse after proposition 64 was passed in 2016.",652
2016 California Proposition 64,Supporters,"The California Medical Association endorsed the measure in February 2016. United States Representative Dana Rohrabacher, a Republican, endorsed AUMA in late April 2016. Presidential candidate Bernie Sanders indicated his support for AUMA while campaigning in California in May 2016. The California Democratic Party endorsed AUMA in June 2016. On July 21, 2016, The Sacramento Bee reported that Gov. Gary Johnson, Libertarian candidate for President, endorsed California's initiative to legalize marijuana. Former Speaker of the House Nancy Pelosi endorsed it a few days before the election, becoming ""one of the highest ranking politicians ... openly supporting legalization"".Proponents spent $24.7 million fighting for the measure, with the top contribution being $8.8 million from Sean Parker and affiliates.  The measure was supported by the editorial boards of the Los Angeles Times and the San Francisco Chronicle.",169
2016 California Proposition 64,Opponents,"A number of organizations like the California Association of Highway Patrolmen, the California Hospitals Association, and the Automobile Club of Southern California expressed opposition to the initiative.  The California Teamsters Union switched their position to neutral after contributing a relatively large amount to the opposition campaign. According to Capital Public Radio, a Sacramento Superior Court judge ordered the ballot's official arguments to be rewritten, after U.S. Senator Dianne Feinstein's claim that Proposition 64 would allow marijuana advertising on primetime television was debunked as ""mostly false"" by PolitiFact.com.Opponents spent $1.6 million fighting the measure.  The measure was opposed by the editorial board of The Sacramento Bee.",140
2016 California Proposition 64,Removal of past cannabis infractions,"On January 31, 2018, San Francisco District Attorney George Gascón announced his department would begin to retroactively apply Proposition 64 to misdemeanor and felony marijuana convictions dating back to 1975, recalling and re-sentencing up to 4,940 felony marijuana convictions and dismissing and sealing 3,038 misdemeanors.  Los Angeles and San Joaquin counties announced in April plans to automatically clear about 54,000 marijuana-related convictions. The national non-profit Code for America developed the technology and process to automate the dismissing and sealing of these records, which they first piloted with the San Francisco District Attorney's office, and subsequently extended to Los Angeles, San Joaquin, and Sacramento counties. In 2019, Code for America released an open source playbook and software that made every California county able to dismiss and seal records eligible for expungement under Prop 64 automatically, in bulk.",181
"Marijuana Control, Regulation, and Education Act",Summary,"The Marijuana Control, Regulation, and Education Act, also known as California Assembly Bill 390 (A.B. 390) and later Assembly Bill 2254 (A.B. 2254), is the first bill ever introduced to regulate the sale and use of marijuana in the U.S. state of California. If passed and signed into law, marijuana would be sold and taxed openly to adults age 21 and older in California. Tom Ammiano, a Democrat representing California's 13th State Assembly district, introduced this piece of legislation on February 23, 2009, arguing that the bill will ""tax and regulate marijuana in a manner similar to alcohol."" As introduced, this proposal is estimated to raise over $1 billion in annual revenue by taxing the retail production and sale of marijuana for adults 21 years of age and older. To obtain a commercial grow license one would pay an initial $5,000 fee, then a $2,500 fee each year after that. A tariff of $50 per ounce would also be placed on all sold and grown marijuana. The bill has gained much media attention, statewide and nationally.
The bill was not approved by the Health Committee before a January 15 deadline, effectively killing the bill until it was reintroduced in 2010 as A.B. 2254 and the process continued.Recent polls say 56% of Californians favor taxing and regulating marijuana. In November 2010, the failed Proposition 19 was posed to Californian voters, and would have effectively made possession and cultivation of marijuana legal for citizens over the age of 21. The bill was reintroduced as Marijuana Control and Regulation Act of 2010 in slightly different form as Assembly Bill x6 9",336
"Marijuana Control, Regulation, and Education Act",Introduction of the bill,"Democrat Tom Ammiano from the California State Assembly's 13th district, introduced the Marijuana Control, Regulation and Education Act during the California budget crisis. The bill is designed to raise revenue for the state, but it also provides funding for the education of discouraging substance abuse, as mentioned in the name. As Mr. Ammiano introduced the bill, he is quoted saying:

With the state in the midst of an historic economic crisis, the move towards regulating and taxing marijuana is simply common sense. This legislation would generate much needed revenue for the state, restrict access to only those over 21, end the environmental damage to our public lands from illicit crops, and improve public safety by redirecting law enforcement efforts to more serious crimes. ...California has the opportunity to be the first state in the nation to enact a smart, responsible public policy for the control and regulation of marijuana.
A UC Santa Cruz study shows that people living in Cannabis-tolerant cities like Amsterdam and San Francisco are no more or less likely to use the drug.  Prominent economists, specifically Jeffrey Miron, support the regulation of Cannabis due to the heavy violence across the U.S. and Mexico border. Economists argue that regulation would put infamous drug cartels, especially Los Zetas, out of business, improve safety standards and allow for more open research about the drug.
Cannabis is also believed to be California's number one cash crop. In California, marijuana is a $14-billion black market, putting it above vegetables ($5.7 billion) and grapes ($2.6 billion). AB 390 is projected to allow an additional economic benefit of $12 –18 billion.",343
"Marijuana Control, Regulation, and Education Act",Proponents,"Orange County Superior Court Judge James Gray estimates that legalizing marijuana and thus ceasing to arrest, prosecute, and imprison nonviolent offenders could ""save the state $1 billion a year.""
Marijuana law reform groups such as Drug Policy Alliance, NORML, Marijuana Policy Project and Campaign Against Marijuana Prohibition CAMP 420 also support the bill.",69
"Marijuana Control, Regulation, and Education Act",2009,"A.B. 390

February 23 — Read for the first time. To print.
February 24 — From printer. May be heard in committee on March 26.
March 9 — Referred to California State Assembly's Public Safety and Health Committees. Delayed until March 31.
March 31 — Delayed: The bill is expected to be heard early 2010.",77
"Marijuana Control, Regulation, and Education Act",2010,"January 12 — Bill passes California State Assembly's Public Safety Committee on a 4–3 vote.
January 15 — Deadline for the Bill to be heard and passed by the Health Committee or have to be reintroducedA.B. 2254

February 18 — Read first time. To print.
February 19 — From printer. May be heard in committee March 21.
March 11 — Referred to Coms. on PUB. S. and HEALTH.
November 30 — From Committee without further actionInformation about the bill, including current status and history, can be found on California's Legislative Website",125
Legalization of non-medical cannabis in the United States,Summary,"In the United States, the non-medical use of cannabis is legalized in 21 states (plus Guam, the Northern Mariana Islands, the U.S. Virgin Islands, and the District of Columbia) and decriminalized in 10 states, as of January 2023.  Decriminalization refers to a policy of reduced penalties for cannabis offenses, typically involving a civil penalty for possessing small amounts (similar to how a minor traffic violation is treated), instead of criminal prosecution or the threat of arrest.  In jurisdictions without penalty the policy is referred to as legalization, although the term decriminalization is sometimes used for this purpose as well.During a wave of decriminalization in the 1970s, Oregon became the first state to decriminalize cannabis in 1973. Ten more states followed by the end of 1978, influenced by the Shafer Commission's endorsement of decriminalization in 1972. By the end of the decade the tide had turned in the other direction, however, and no state would decriminalize again until 2001.
Efforts to legalize cannabis included a number of ballot initiatives leading up to 2012, but none succeeded. In 2012, success was finally achieved when Washington and Colorado became the first two states to legalize. In 2014 and 2016 several more states followed, and in 2018 Vermont became the first to legalize through an act of state legislature. All jurisdictions that have legalized cannabis allow for its commercial sale, except Virginia and the District of Columbia. All allow for personal cultivation except Washington state and New Jersey.
At the federal level, cannabis remains prohibited for any use under the Controlled Substances Act of 1970. The Justice Department has generally not enforced federal law in states that have legalized recreational cannabis, however. In December 2020, a bill to remove cannabis from the Controlled Substances Act was passed by the U.S. House but was not voted on by the Senate.",375
Legalization of non-medical cannabis in the United States,Early use and criminalization,"Cannabis was popularized in the U.S. around the mid-19th century, used mostly for its therapeutic benefits in the treatment of a wide range of medical conditions. Its use as medicine continued into the 20th century, but declined somewhat due to a number of different factors. The recreational use of cannabis began to emerge in the early 20th century, introduced to the U.S. by Mexicans fleeing the dictatorship of President Porfirio Díaz. As its use spread north of the border, cannabis became stigmatized due to strong anti-Mexican sentiments that had taken hold.By 1936, the non-medical use of cannabis had been banned in every state. Cannabis was then effectively outlawed at the federal level, following the passage of the Marihuana Tax Act of 1937. Cannabis remained mostly an underground drug until the 1960s, when it found widespread popularity among large numbers of young people and hippies, and was used commonly at protests against the Vietnam War. Cannabis was officially banned for any use with the passage of the 1970 Controlled Substances Act, subsequent to the Supreme Court's overturning of the Marihuana Tax Act in 1969 (in the case Leary v. United States).",250
Legalization of non-medical cannabis in the United States,Supporters of reform begin to organize (1964),"The movement to legalize cannabis in the U.S. was sparked by the 1964 arrest of Lowell Eggemeier, a San Francisco man who walked into the city's Hall of Justice and lit up a joint, requesting to be arrested. As it was a felony to use cannabis in California, Eggemeier was sent to prison where he was held for close to a year. Eggemeier was defended by James R. White, an attorney who had not taken a drug case before nor was he much familiar with cannabis, but took interest in the matter as a devoted civil libertarian (describing himself as ""to the right of Barry Goldwater""). While researching the case, White became a strong proponent for the legalization of cannabis, and went on to found LEMAR (shortened version of LEgalize MARijuana) in December 1964. LEMAR was the first organization in the U.S. dedicated to ending cannabis prohibition.Among those in attendance at the first LEMAR rally was poet Allen Ginsberg, who was staying in Berkeley at the time. Upon returning home to New York City he founded the first East Coast chapter of LEMAR. Ginsberg's activism and writings helped inspire the founding of other LEMAR chapters, including a Detroit chapter by fellow poet John Sinclair. Similar groups advocating for legalization formed across the country in the ensuing years.By 1971, two main groups supporting cannabis reform had emerged – Amorphia based in San Francisco (founded by Blair Newman) and the National Organization for the Reform of Marijuana Laws (NORML) based in Washington, D.C. NORML was founded by Keith Stroup, an attorney who was introduced to Ralph Nader while working for the National Commission on Product Safety. Drawing upon his experience working with the consumer advocate Nader, Stroup sought to create an advocacy group dedicated to protecting cannabis consumers.  He founded NORML in 1970, with the aim of adopting a more professionalized manner of advocacy than other cannabis reform groups (such as Amorphia) more closely associated with the counterculture. Eventually Amorphia was merged into NORML as it ran into financial difficulties, becoming the California chapter of NORML in 1974.",448
Legalization of non-medical cannabis in the United States,Comprehensive Drug Abuse Prevention and Control Act (1970),"On October 27, 1970, the Comprehensive Drug Abuse Prevention and Control Act was signed into law by President Richard Nixon. Known mainly for its drug scheduling provision (contained in Title II, the Controlled Substances Act), the act also included a number of reforms that significantly reduced penalties for certain drug offenses. In particular, it eliminated mandatory minimum drug sentences, made simple possession of all drugs a misdemeanor, and allowed probation and expungement for first-time offenders. Though the act still imposed significant penalties for cannabis (up to a year's imprisonment for possession of small amounts), the change from a felony offense marked a notable liberalization in federal policy. The act also provided a model for state governments to follow, and by 1973 only two states still classified simple possession of cannabis as a felony.",165
Legalization of non-medical cannabis in the United States,Shafer Commission (1972),"An additional requirement of the Controlled Substances Act was the establishment of a federal commission (formally titled the National Commission on Marihuana and Drug Abuse) to study the effects of cannabis use. President Nixon appointed nine of the commission's 13 members, including former Pennsylvania governor Raymond P. Shafer who was designated to serve as chairman. Nixon conveyed to Shafer his strong opposition to the legalization of cannabis, and he advised Shafer to ""keep your commission in line"" months before the first of two final reports was issued. The release of the 1184-page report would not be to Nixon's liking, however, as the Shafer Commission concluded in March 1972 that cannabis was a relatively benign drug whose dangers had been exaggerated. The report also advised that harsh laws against cannabis did more harm than good, and recommended the removal of criminal penalties for possession and distribution of small amounts of the drug. These findings were influential in persuading 11 states to decriminalize during the 1970s; however, at the federal level no such policy reforms were enacted.",213
Legalization of non-medical cannabis in the United States,Decriminalization efforts materialize (1970s),"During the early 1970s legislative efforts to reform cannabis laws began to materialize. Among these was a 1972 ballot measure seeking to legalize cannabis in California, spearheaded by the group Amorphia.  Proposition 19 – the California Marijuana Initiative – ultimately failed with 33% of the vote. Although it was defeated by a wide margin, supporters of the initiative were encouraged by the results, which provided momentum to other reform efforts in California throughout the decade.In 1973 Oregon became the first state to decriminalize cannabis, reducing the penalty for up to one ounce to a $100 fine. Other states were reluctant to follow, however, in part due to influence from the Nixon administration which staunchly opposed such reforms. Decriminalization efforts were bolstered by Nixon's resignation in August 1974, however, ushering in the Ford administration and a more tolerant view toward cannabis from the White House. The November 1974 election also brought a wave of new Democrats to state legislatures across the country.In 1975 a federal committee examined the use of cannabis and other drugs in America, building upon the findings of the Shafer Commission three years earlier. Although the committee – the Domestic Council Drug Abuse Task Force – did not advocate decriminalization outright, it did recommend attention be shifted to more harmful drugs (such as heroin), and concluded that cannabis was the ""least serious"" drug problem facing the nation. Also in 1975, congressional hearings were held on decriminalizing cannabis for the first time. As these developments provided momentum to reform efforts, a total of five more states (Alaska, Maine, Colorado, California, and Ohio) decriminalized in 1975.Shortly after Alaska decriminalized in 1975, a ruling by the Supreme Court of Alaska in the case Ravin v. State effectively legalized cannabis in the state. The ruling stemmed from the 1972 arrest of Irwin Ravin, an Alaska resident who allowed himself to be caught possessing cannabis in order to challenge state law. At trial, Ravin's defense argued that the state constitution guaranteed a right to privacy, which extended to the use of cannabis in one's home. In May 1975 the state Supreme Court agreed, legalizing the use, possession, and cultivation of cannabis in amounts for personal use.In the following years, decriminalization laws passed in Minnesota (1976), Mississippi (1977), New York (1977), North Carolina (1977), and Nebraska (1978).  NORML was actively involved in these efforts, lobbying in support of legislation and paying for proponents of decriminalization (including members of the Shafer Commission) to travel to various states to testify.During the 1970s various cities also decriminalized cannabis, such as Ann Arbor, Michigan in 1972 and Madison, Wisconsin in 1977. Additionally, San Francisco residents approved Proposition W in 1978, a non-binding measure directing city law enforcement to ""cease the arrest and prosecution of individuals involved in the cultivation, transfer, or possession of marijuana"". Mayor George Moscone was assassinated a few weeks later, however, and the initiative was subsequently disregarded.",605
Legalization of non-medical cannabis in the United States,Carter administration and resignation of Peter Bourne (1976 to 1978),"As decriminalization efforts continued to progress during the 1970s, many supporters of reform – including Stroup himself – believed federal decriminalization was just around the corner. This optimism was particularly buoyed by the 1976 election of President Jimmy Carter, who spoke in favor of decriminalization during his presidential campaign (earning him the support of Stroup and NORML). Carter was urged to speak in support of decriminalization by Peter Bourne, an Atlanta physician who grew close to Carter during his time as Georgia governor.  Upon being elected president, Carter gave Bourne an office in the West Wing and the official title ""Special Assistant to the President for Drug Abuse"". From this position, Bourne continued to advocate for cannabis decriminalization, while also developing a close relationship with Stroup and NORML. In August 1977, the White House issued its first official position paper on drug policy, which Stroup helped draft. Included in the paper was a call for up to one ounce of cannabis to be decriminalized at the federal level.By the fall of 1977, the relationship between Bourne and Stroup had begun to sour. The Carter administration was providing helicopters to the government of Mexico, which were being used to eradicate cannabis crops by spraying the herbicide paraquat. Stroup argued that these crops could find their way into the U.S. and harm American consumers of the drug.  Simultaneously, Stroup was growing frustrated that the administration was not doing more to support the decriminalization policies that it had previously championed. By March 1978 Stroup's anger had reached a boiling point, as Bourne and the administration continued to support paraquat spraying in the face of growing public opposition to the practice and emerging evidence that it posed a serious health risk. Stroup decided to take matters into his own hands, contacting reporter Gary Cohn and informing him that Bourne had used cocaine at the annual Christmas party hosted by NORML a few months earlier. Although this information was not immediately published, in July 1978, when Bourne was in the midst of a scandal over writing an illegal prescription, the cocaine revelation came to light. Faced with two simultaneous scandals of illegal prescription writing and drug use, Bourne resigned from his position.The resignation of Peter Bourne was considered a significant blow to decriminalization efforts in a number of ways.  First, there were no advisers pushing Carter to support decriminalization anymore, as Bourne's successor Lee Dogoloff was not particularly sympathetic to the cause.  Also, the embarrassment of the Bourne scandal, along with allegations of drug use that had been made against other members of the administration, made decriminalization a much more politically sensitive topic that Carter thus sought to avoid.  It was not just the Carter administration that had been damaged from the incident, however.  Stroup's role in the scandal proved to be a major embarrassment for NORML, and by December 1978 led to his resignation, due to the anger and distrust that his actions had caused.  The departure of Stroup also caused NORML to lose the support of some of its top donors, including its largest benefactor the Playboy Foundation.",644
Legalization of non-medical cannabis in the United States,"Parent revolution, Reagan years, and recriminalization (late 1970s through '80s)","By the end of the 1970s, efforts to decriminalize cannabis had stalled at both the state and federal level.  Although the fallout of the Bourne scandal played a significant role, there was another factor at play in bringing about this shift.  A movement of anti-drug parent activists was on the rise, driven by a spike in adolescent drug use and the wide availability of paraphernalia products for sale (some of which resembled children's toys).  The movement sprang out of Atlanta in 1976, as a number of support groups were formed for parents concerned about teen drug use.  The groups soon spread across the country and began turning attention to legislative affairs such as halting decriminalization efforts and passing anti-paraphernalia laws.  Momentum continued to grow as President Reagan took office in 1981 and first lady Nancy Reagan strongly embraced the cause.  In the span of a few years the movement to decriminalize had effectively been quashed.

During the Reagan years, the federal war on drugs was significantly ramped up, and a number of states acted to increase penalties for drug crimes.  Meanwhile, NORML struggled to regain the influence that it once held, as it dealt with severe decreases in funding and membership, and underwent frequent changes to organizational leadership.  In 1985 part of NORML was split off to found the Drug Policy Foundation, which was then merged with the Lindesmith Center to become the Drug Policy Alliance in 2000.  Members of NORML further split off in 1995 to found the Marijuana Policy Project.
In 1990, Alaska voters approved a ballot initiative to recriminalize cannabis, overriding the court decision that legalized cannabis 15 years earlier.  Also in 1990, the Solomon–Lautenberg amendment was enacted at the federal level, leading many states to further criminalize cannabis by passing ""Smoke a joint, lose your license"" laws.  These laws imposed mandatory driver's license suspensions of at least six months for committing any type of drug offense (regardless of whether any motor vehicle was involved) including the simple possession of cannabis.  As of 2021 only three states (Alabama, Arkansas, and Florida) continue to have such laws in effect.",455
Legalization of non-medical cannabis in the United States,Second wave of decriminalization begins (2001),"After Nebraska decriminalized cannabis in 1978, no other state would follow for over two decades, until Nevada decriminalized in 2001.  In subsequent years a number of major cities decriminalized cannabis or made enforcement of cannabis laws the lowest priority.  Among the first major cities to pass such measures were Seattle (2003), Oakland (2004), Denver (2005), and San Francisco (2006).  In the years that followed reform efforts continued to gain steam, with decriminalization laws passing in Massachusetts (2008), Connecticut (2011), Rhode Island (2012), Vermont (2013), the District of Columbia (2014), Maryland (2014), Missouri (2014), the U.S. Virgin Islands (2014), Delaware (2015), Illinois (2016), New Hampshire (2017), New Mexico (2019), North Dakota (2019), Hawaii (2019), Virginia (2020), and Louisiana (2021).  As of 2022 ten states have decriminalization policies in effect, and an additional sixteen states have decriminalized that later legalized.",207
Legalization of non-medical cannabis in the United States,State recreational legalization begins (2012),"Prior to 2012, ballot initiatives seeking to legalize cannabis were attempted in a number of states but none succeeded.  Among these attempts were California in 1972 (33% support), Oregon in 1986 (26%), Alaska in 2000 (41%), Nevada in 2002 (39%), Alaska in 2004 (44%), Colorado in 2006 (46%), Nevada in 2006 (46%), and California in 2010 (47%).In 2012, success was finally achieved for legalization advocates in the states of Washington and Colorado, when voters approved Initiative 502 and Amendment 64.  In subsequent years, cannabis was legalized by ballot measure in Oregon (2014), Alaska (2014), the District of Columbia (2014), California (2016), Nevada (2016), Maine (2016), Massachusetts (2016), Michigan (2018), Arizona (2020), Montana (2020), New Jersey (2020), Maryland (2022), and Missouri (2022), and by an act of legislature in Vermont (2018), the Northern Mariana Islands (2018), Guam (2019), Illinois (2019), New York (2021), Virginia (2021), New Mexico (2021), Connecticut (2021), Rhode Island (2022), and the U.S. Virgin Islands (2023).  In all of these jurisdictions, commercial distribution has been legalized except in Virginia and the District of Columbia, personal cultivation has been legalized except in Washington state and New Jersey, public consumption is prohibited except in New York (though on-premises consumption is allowed in some jurisdictions), and use by individuals under 21 years old is prohibited.",316
Legalization of non-medical cannabis in the United States,Federal policy post-2012,"After the first states legalized in 2012, uncertainty remained over how the federal government would respond.  Seeking to clarify, the Justice Department issued the Cole Memorandum in August 2013, which specified eight conditions under which enforcement of federal law would be prioritized (such as distribution of cannabis to minors or diversion across state borders).  Aside from these situations, the memo generally allowed for the commercial distribution of cannabis in states where such activity had been legalized.  The Cole memo was only a non-binding set of guidelines for federal prosecutors, however, and therefore did not carry the force of law.
Although the Cole memo was adhered to by federal prosecutors, members of Congress sought the assurances that a legally binding act of legislation could provide.  The McClintock–Polis amendment was hence introduced in the U.S. House (as an attachment to the Commerce, Justice, and Science appropriations bill for fiscal year 2016) to prohibit the Justice Department from interfering with the implementation of state cannabis laws regarding both recreational and medical use.  The McClintock–Polis amendment was narrowly defeated on June 3, 2015, by a vote of 206 to 222.The Cole memo remained in effect until January 2018 when it was rescinded by Attorney General Jeff Sessions.  The intended impact of the rescission was not immediately made clear, however, in regards to what kind of crackdown (if any) on the states would be forthcoming.  In response to the memo's rescission, the STATES Act was introduced in Congress after consultation with President Donald Trump, to enshrine into law protections that the Cole memo previously provided.  Trump confirmed to reporters his intent to sign the STATES Act should it be approved by Congress.On December 20, 2018, the 2018 United States farm bill was signed into law, legalizing the cultivation of hemp containing less than 0.3% THC at the federal level. An unintended consequence of the bill was that it also legalized at the federal level the production of delta-8-THC, an isomer of THC with similar psychoactive effects. Use of delta-8-THC subsequently became popular as an alternative to cannabis in states where cannabis is illegal. As of 2022, delta-8-THC is considered to be legal in 32 states.On June 20, 2019, four years after the McClintock–Polis amendment was defeated, a similar amendment protecting state-legal cannabis activities was approved by the House.  The amendment, introduced by Rep. Earl Blumenauer and attached to the CJS appropriations bill for fiscal year 2020, passed by a 267–165 vote.On September 25, 2019, the House of Representatives approved the Secure and Fair Enforcement (SAFE) Banking Act by a 321–103 vote.  The bill, which seeks to improve access to banks for cannabis businesses, is the first standalone cannabis reform bill approved by either chamber of Congress.On November 20, 2019, the Marijuana Opportunity Reinvestment and Expungement (MORE) Act passed the House Judiciary Committee by a 24–10 vote.  It was the first time a federal bill to legalize cannabis had ever passed a congressional committee. The MORE Act passed the full House of Representatives on December 4, 2020, by a vote of 228–164. It passed the House for a second time on April 1, 2022, by a vote of 220–204.On October 6, 2022, President Joe Biden announced he would pardon all prior federal offenses of simple possession and urge governors to do the same, and asked the Secretary of Health and Human Services and the Attorney General to initiate the administrative process to review expeditiously how cannabis is scheduled under federal law.",740
Legalization of non-medical cannabis in the United States,Arguments in support of reform,"In 1972, President Richard Nixon commissioned the National Commission on Marijuana and Drug Abuse to produce an in-depth report on cannabis. The report, ""Marijuana: A Signal of Misunderstanding"", found cannabis prohibition constitutionally suspect and stated regardless of whether the courts would overturn the prohibition of cannabis possession, the executive and legislative branches have a duty to obey the Constitution.
""It's a matter of individual freedom of choice"", said ACLU President Nadine Strossen in an interview. ""Does that mean they should do it? Not necessarily, not any more than somebody should smoke or drink or eat McDonald's hamburgers.""U.S. attitudes toward legalization and decriminalization started dramatically liberalizing in the 1990s, and a 2018 study in Social Science Research found that the main drivers of these changes in attitudes were a decline in the perception of the riskiness of marijuana, changes in media framing of marijuana, a decline in overall punitiveness, and a decrease in religious affiliation. Additionally, a Gallup poll conducted in 2022 found that 53% of Americans believe that cannabis has a positive effect on people and 45% say that it has a negative effect. Meanwhile, 71% of Americans believe that alcohol has a negative effect on people.",252
Legalization of non-medical cannabis in the United States,Potential medical benefits of marijuana,"Marijuana (cannabis) is an herb drug, which contains a very active component delta-9-tetrahydrocannabinol (THC). For thousands of years, it was used for medical purposes in many different parts of the world. Recent studies also agreed that THC had great potential benefits for medical purposes. A number of patients who have HIV, multiple sclerosis (MS), neuropathic chronic pain, and cancer were under medical marijuana treatment. The treatments could either be smoke on cannabis or oral preparations, which were synthetic THC and synthetic equivalent.According to Medical Uses of Marijuana (Cannabis sativa), patients with HIV reported that the drug reduced mixed neuropathic pain more significantly in comparison to other placebo drugs. They addressed that there was a minimum of 30% pain reduction when they were under smoked medical marijuana treatment. Furthermore, under the same type of treatment, most of the patients with multiple sclerosis showed dramatic improvements in their symptoms.  After the treatment, their handwriting was much clearer and head tremor pain was less than the samples taken before the treatment. In addition, many patients that associated with chronic pain, multiple sclerosis were also under marijuana oral preparation treatment. Patients treated with dronabinol, a synthetic THC, reported that there was a 50% pain reduction compared to 30% that was experienced when given the placebo. Furthermore, cancer treatment involving chemotherapy also agreed that dronabinol had significant benefits on delaying nausea and vomiting for patients.However, medical marijuana treatments are not for everyone and it may cause adverse side effects for others. Overall, the potential long-term side effects of medical marijuana are not yet fully classified. As a result, further studies must carry out to fully understand the benefits as well as adverse psychiatric and medical side effects of the drug.
The medical use of marijuana for pain relief could be safer than traditional opioids used for pain relief as marijuana cannot be overdosed on and is less addictive. Marijuana could also replace the use of common non-steroidal anti-inflammatory drugs (NSAIDs) such as Advil or Aleve that have been known to cause kidney or ulcer problems. The medical use of marijuana similarly can be used to curb stress-induced cravings, anxiety and lack of impulse control that cause people to relapse in people with drug and alcohol addiction. In Colorado and Oregon, the most common use for marijuana is pain, spasticity associated with multiple sclerosis, nausea, posttraumatic stress disorder, cancer, epilepsy, cachexia, glaucoma, HIV/AIDS, and degenerative neurological conditions.",520
